"Year","Sex","AgeGroup","Cancer","Diagnoses"
2014,2,1,"Melanoma",7
2014,2,3,"Melanoma",10
2014,2,4,"Melanoma",13
2014,2,5,"Melanoma",11
2014,2,6,"Melanoma",17
2014,2,7,"Melanoma",54
2014,2,8,"Melanoma",65
2014,2,9,"Melanoma",78
2014,2,10,"Melanoma",107
2014,2,11,"Melanoma",117
2014,2,12,"Melanoma",107
2014,2,13,"Melanoma",127
2014,2,14,"Melanoma",106
2014,2,15,"Melanoma",87
2014,2,16,"Melanoma",73
2014,2,17,"Melanoma",43
2014,2,18,"Melanoma",70
2015,1,1,"Melanoma",11
2015,1,4,"Melanoma",21
2015,1,5,"Melanoma",31
2015,1,6,"Melanoma",15
2015,1,7,"Melanoma",31
2015,1,8,"Melanoma",40
2015,1,9,"Melanoma",61
2015,1,10,"Melanoma",82
2015,1,11,"Melanoma",126
2015,1,12,"Melanoma",158
2015,1,13,"Melanoma",202
2015,1,14,"Melanoma",180
2015,1,15,"Melanoma",190
2015,1,16,"Melanoma",170
2015,1,17,"Melanoma",81
2015,1,18,"Melanoma",76
2015,2,1,"Melanoma",5
2015,2,5,"Melanoma",6
2015,2,6,"Melanoma",19
2015,2,7,"Melanoma",38
2015,2,8,"Melanoma",31
2015,2,9,"Melanoma",64
2015,2,10,"Melanoma",98
2015,2,11,"Melanoma",116
2015,2,12,"Melanoma",97
2015,2,13,"Melanoma",127
2015,2,14,"Melanoma",136
2015,2,15,"Melanoma",108
2015,2,16,"Melanoma",78
2015,2,17,"Melanoma",65
2015,2,18,"Melanoma",88
2016,1,1,"Melanoma",17
2016,1,3,"Melanoma",4
2016,1,6,"Melanoma",29
2016,1,7,"Melanoma",54
2016,1,8,"Melanoma",53
2016,1,9,"Melanoma",66
2016,1,10,"Melanoma",103
2016,1,11,"Melanoma",121
2016,1,12,"Melanoma",169
2016,1,13,"Melanoma",165
2016,1,14,"Melanoma",243
2016,1,15,"Melanoma",216
2016,1,16,"Melanoma",157
2016,1,17,"Melanoma",145
2016,1,18,"Melanoma",121
2016,2,2,"Melanoma",10
2016,2,5,"Melanoma",11
2016,2,6,"Melanoma",39
2016,2,7,"Melanoma",45
2016,2,8,"Melanoma",65
2016,2,9,"Melanoma",67
2016,2,10,"Melanoma",92
2016,2,11,"Melanoma",90
2016,2,12,"Melanoma",104
2016,2,13,"Melanoma",105
2016,2,14,"Melanoma",126
2016,2,15,"Melanoma",121
2016,2,16,"Melanoma",108
2016,2,17,"Melanoma",57
2016,2,18,"Melanoma",88
2017,1,2,"Melanoma",4
2017,1,3,"Melanoma",18
2017,1,5,"Melanoma",2
2017,1,6,"Melanoma",12
2017,1,7,"Melanoma",47
2017,1,8,"Melanoma",50
2017,1,9,"Melanoma",64
2017,1,10,"Melanoma",94
2017,1,11,"Melanoma",139
2017,1,12,"Melanoma",217
2017,1,13,"Melanoma",185
2017,1,14,"Melanoma",225
2017,1,15,"Melanoma",256
2017,1,16,"Melanoma",174
2017,1,17,"Melanoma",124
2017,1,18,"Melanoma",101
2017,2,3,"Melanoma",7
2017,2,4,"Melanoma",5
2017,2,5,"Melanoma",31
2017,2,6,"Melanoma",27
2017,2,7,"Melanoma",70
2017,2,8,"Melanoma",42
2017,2,9,"Melanoma",75
2017,2,10,"Melanoma",80
2017,2,11,"Melanoma",89
2017,2,12,"Melanoma",97
2017,2,13,"Melanoma",136
2017,2,14,"Melanoma",119
2017,2,15,"Melanoma",133
2017,2,16,"Melanoma",108
2017,2,17,"Melanoma",50
2017,2,18,"Melanoma",67
2018,1,3,"Melanoma",6
2018,1,4,"Melanoma",5
2018,1,5,"Melanoma",26
2018,1,6,"Melanoma",25
2018,1,7,"Melanoma",40
2018,1,8,"Melanoma",56
2018,1,9,"Melanoma",60
2018,1,10,"Melanoma",86
2018,1,11,"Melanoma",106
2018,1,12,"Melanoma",143
2018,1,13,"Melanoma",206
2018,1,14,"Melanoma",197
2018,1,15,"Melanoma",195
2018,1,16,"Melanoma",169
2018,1,17,"Melanoma",134
2018,1,18,"Melanoma",127
2018,2,1,"Melanoma",19
2018,2,2,"Melanoma",8
2018,2,5,"Melanoma",2
2018,2,6,"Melanoma",11
2018,2,7,"Melanoma",39
2018,2,8,"Melanoma",56
2018,2,9,"Melanoma",53
2018,2,10,"Melanoma",92
2018,2,11,"Melanoma",108
2018,2,12,"Melanoma",145
2018,2,13,"Melanoma",142
2018,2,14,"Melanoma",125
2018,2,15,"Melanoma",133
2018,2,16,"Melanoma",94
2018,2,17,"Melanoma",47
2018,2,18,"Melanoma",98
2019,1,2,"Melanoma",15
2019,1,3,"Melanoma",11
2019,1,4,"Melanoma",17
2019,1,5,"Melanoma",8
2019,1,6,"Melanoma",19
2019,1,7,"Melanoma",56
2019,1,8,"Melanoma",33
2019,1,9,"Melanoma",52
2019,1,10,"Melanoma",107
2019,1,11,"Melanoma",145
2019,1,12,"Melanoma",158
2019,1,13,"Melanoma",189
2019,1,14,"Melanoma",249
2019,1,15,"Melanoma",263
2019,1,16,"Melanoma",230
2019,1,17,"Melanoma",120
2019,1,18,"Melanoma",124
2019,2,2,"Melanoma",8
2019,2,5,"Melanoma",1
2019,2,6,"Melanoma",43
2019,2,7,"Melanoma",35
2019,2,8,"Melanoma",49
2019,2,9,"Melanoma",83
2019,2,10,"Melanoma",67
2019,2,11,"Melanoma",81
2019,2,12,"Melanoma",143
2019,2,13,"Melanoma",134
2019,2,14,"Melanoma",142
2019,2,15,"Melanoma",130
2019,2,16,"Melanoma",130
2019,2,17,"Melanoma",75
2019,2,18,"Melanoma",93
2020,1,2,"Melanoma",19
2020,1,4,"Melanoma",14
2020,1,5,"Melanoma",6
2020,1,6,"Melanoma",13
2020,1,7,"Melanoma",38
2020,1,8,"Melanoma",25
2020,1,9,"Melanoma",56
2020,1,10,"Melanoma",95
2020,1,11,"Melanoma",106
2020,1,12,"Melanoma",142
2020,1,13,"Melanoma",172
2020,1,14,"Melanoma",201
2020,1,15,"Melanoma",253
2020,1,16,"Melanoma",209
2020,1,17,"Melanoma",157
2020,1,18,"Melanoma",97
2020,2,1,"Melanoma",18
2020,2,3,"Melanoma",9
2020,2,4,"Melanoma",9
2020,2,5,"Melanoma",12
2020,2,6,"Melanoma",44
2020,2,7,"Melanoma",19
2020,2,8,"Melanoma",39
2020,2,9,"Melanoma",88
2020,2,10,"Melanoma",103
2020,2,11,"Melanoma",88
2020,2,12,"Melanoma",122
2020,2,13,"Melanoma",137
2020,2,14,"Melanoma",135
2020,2,15,"Melanoma",166
2020,2,16,"Melanoma",74
2020,2,17,"Melanoma",59
2020,2,18,"Melanoma",93
2021,1,2,"Melanoma",1
2021,1,4,"Melanoma",22
2021,1,5,"Melanoma",11
2021,1,6,"Melanoma",33
2021,1,7,"Melanoma",11
2021,1,8,"Melanoma",38
2021,1,9,"Melanoma",48
2021,1,10,"Melanoma",91
2021,1,11,"Melanoma",115
2021,1,12,"Melanoma",109
2021,1,13,"Melanoma",184
2021,1,14,"Melanoma",213
2021,1,15,"Melanoma",231
2021,1,16,"Melanoma",221
2021,1,17,"Melanoma",140
2021,1,18,"Melanoma",108
2021,2,1,"Melanoma",5
2021,2,3,"Melanoma",3
2021,2,5,"Melanoma",7
2021,2,6,"Melanoma",29
2021,2,7,"Melanoma",45
2021,2,8,"Melanoma",47
2021,2,9,"Melanoma",58
2021,2,10,"Melanoma",92
2021,2,11,"Melanoma",108
2021,2,12,"Melanoma",96
2021,2,13,"Melanoma",104
2021,2,14,"Melanoma",98
2021,2,15,"Melanoma",150
2021,2,16,"Melanoma",103
2021,2,17,"Melanoma",64
2021,2,18,"Melanoma",71
2022,1,1,"Melanoma",9
2022,1,3,"Melanoma",17
2022,1,4,"Melanoma",1
2022,1,5,"Melanoma",21
2022,1,6,"Melanoma",3
2022,1,7,"Melanoma",10
2022,1,8,"Melanoma",52
2022,1,9,"Melanoma",57
2022,1,10,"Melanoma",81
2022,1,11,"Melanoma",116
2022,1,12,"Melanoma",149
2022,1,13,"Melanoma",222
2022,1,14,"Melanoma",225
2022,1,15,"Melanoma",268
2022,1,16,"Melanoma",223
2022,1,17,"Melanoma",187
2022,1,18,"Melanoma",120
2022,2,1,"Melanoma",10
2022,2,2,"Melanoma",12
2022,2,3,"Melanoma",7
2022,2,4,"Melanoma",10
2022,2,5,"Melanoma",6
2022,2,6,"Melanoma",33
2022,2,7,"Melanoma",28
2022,2,8,"Melanoma",29
2022,2,9,"Melanoma",95
2022,2,10,"Melanoma",92
2022,2,11,"Melanoma",99
2022,2,12,"Melanoma",109
2022,2,13,"Melanoma",107
2022,2,14,"Melanoma",135
2022,2,15,"Melanoma",135
2022,2,16,"Melanoma",146
2022,2,17,"Melanoma",73
2022,2,18,"Melanoma",81
2005,2,2,"Breast (female)",13
2005,2,3,"Breast (female)",15
2005,2,7,"Breast (female)",5
2005,2,8,"Breast (female)",77
2005,2,9,"Breast (female)",130
2005,2,10,"Breast (female)",185
2005,2,11,"Breast (female)",194
2005,2,12,"Breast (female)",238
2005,2,13,"Breast (female)",216
2005,2,14,"Breast (female)",177
2005,2,15,"Breast (female)",120
2005,2,16,"Breast (female)",136
2005,2,17,"Breast (female)",70
2005,2,18,"Breast (female)",43
2006,2,1,"Breast (female)",11
2006,2,3,"Breast (female)",10
2006,2,6,"Breast (female)",7
2006,2,7,"Breast (female)",29
2006,2,8,"Breast (female)",71
2006,2,9,"Breast (female)",154
2006,2,10,"Breast (female)",216
2006,2,11,"Breast (female)",217
2006,2,12,"Breast (female)",264
2006,2,13,"Breast (female)",231
2006,2,14,"Breast (female)",172
2006,2,15,"Breast (female)",119
2006,2,16,"Breast (female)",80
2006,2,17,"Breast (female)",112
2006,2,18,"Breast (female)",71
2007,2,1,"Breast (female)",5
2007,2,2,"Breast (female)",12
2007,2,5,"Breast (female)",17
2007,2,6,"Breast (female)",10
2007,2,7,"Breast (female)",24
2007,2,8,"Breast (female)",33
2007,2,9,"Breast (female)",134
2007,2,10,"Breast (female)",162
2007,2,11,"Breast (female)",229
2007,2,12,"Breast (female)",235
2007,2,13,"Breast (female)",220
2007,2,14,"Breast (female)",182
2007,2,15,"Breast (female)",137
2007,2,16,"Breast (female)",95
2007,2,17,"Breast (female)",96
2007,2,18,"Breast (female)",85
2008,2,2,"Breast (female)",9
2008,2,4,"Breast (female)",18
2008,2,7,"Breast (female)",24
2008,2,8,"Breast (female)",77
2008,2,9,"Breast (female)",132
2008,2,10,"Breast (female)",193
2008,2,11,"Breast (female)",231
2008,2,12,"Breast (female)",233
2008,2,13,"Breast (female)",275
2008,2,14,"Breast (female)",235
2008,2,15,"Breast (female)",140
2008,2,16,"Breast (female)",126
2008,2,17,"Breast (female)",78
2008,2,18,"Breast (female)",105
2009,2,4,"Breast (female)",4
2009,2,7,"Breast (female)",11
2009,2,8,"Breast (female)",56
2009,2,9,"Breast (female)",124
2009,2,10,"Breast (female)",194
2009,2,11,"Breast (female)",244
2009,2,12,"Breast (female)",245
2009,2,13,"Breast (female)",273
2009,2,14,"Breast (female)",212
2009,2,15,"Breast (female)",157
2009,2,16,"Breast (female)",133
2009,2,17,"Breast (female)",97
2009,2,18,"Breast (female)",85
2010,2,1,"Breast (female)",4
2010,2,4,"Breast (female)",6
2010,2,5,"Breast (female)",9
2010,2,7,"Breast (female)",32
2010,2,8,"Breast (female)",82
2010,2,9,"Breast (female)",115
2010,2,10,"Breast (female)",220
2010,2,11,"Breast (female)",268
2010,2,12,"Breast (female)",221
2010,2,13,"Breast (female)",288
2010,2,14,"Breast (female)",250
2010,2,15,"Breast (female)",189
2010,2,16,"Breast (female)",106
2010,2,17,"Breast (female)",59
2010,2,18,"Breast (female)",92
2011,2,3,"Breast (female)",4
2011,2,4,"Breast (female)",4
2011,2,6,"Breast (female)",10
2011,2,7,"Breast (female)",16
2011,2,8,"Breast (female)",76
2011,2,9,"Breast (female)",126
2011,2,10,"Breast (female)",209
2011,2,11,"Breast (female)",230
2011,2,12,"Breast (female)",213
2011,2,13,"Breast (female)",284
2011,2,14,"Breast (female)",237
2011,2,15,"Breast (female)",172
2011,2,16,"Breast (female)",124
2011,2,17,"Breast (female)",91
2011,2,18,"Breast (female)",117
2012,2,6,"Breast (female)",7
2012,2,7,"Breast (female)",40
2012,2,8,"Breast (female)",65
2012,2,9,"Breast (female)",152
2012,2,10,"Breast (female)",264
2012,2,11,"Breast (female)",280
2012,2,12,"Breast (female)",238
2012,2,13,"Breast (female)",268
2012,2,14,"Breast (female)",309
2012,2,15,"Breast (female)",199
2012,2,16,"Breast (female)",135
2012,2,17,"Breast (female)",112
2012,2,18,"Breast (female)",113
2013,2,1,"Breast (female)",2
2013,2,7,"Breast (female)",34
2013,2,8,"Breast (female)",51
2013,2,9,"Breast (female)",164
2013,2,10,"Breast (female)",234
2013,2,11,"Breast (female)",317
2013,2,12,"Breast (female)",246
2013,2,13,"Breast (female)",252
2013,2,14,"Breast (female)",318
2013,2,15,"Breast (female)",195
2013,2,16,"Breast (female)",153
2013,2,17,"Breast (female)",117
2013,2,18,"Breast (female)",103
2014,2,1,"Breast (female)",18
2014,2,3,"Breast (female)",10
2014,2,4,"Breast (female)",5
2014,2,5,"Breast (female)",7
2014,2,7,"Breast (female)",12
2014,2,8,"Breast (female)",63
2014,2,9,"Breast (female)",155
2014,2,10,"Breast (female)",219
2014,2,11,"Breast (female)",278
2014,2,12,"Breast (female)",245
2014,2,13,"Breast (female)",275
2014,2,14,"Breast (female)",352
2014,2,15,"Breast (female)",270
2014,2,16,"Breast (female)",145
2014,2,17,"Breast (female)",115
2014,2,18,"Breast (female)",96
2015,2,1,"Breast (female)",19
2015,2,2,"Breast (female)",14
2015,2,3,"Breast (female)",19
2015,2,4,"Breast (female)",9
2015,2,7,"Breast (female)",5
2015,2,8,"Breast (female)",48
2015,2,9,"Breast (female)",183
2015,2,10,"Breast (female)",214
2015,2,11,"Breast (female)",229
2015,2,12,"Breast (female)",250
2015,2,13,"Breast (female)",304
2015,2,14,"Breast (female)",297
2015,2,15,"Breast (female)",252
2015,2,16,"Breast (female)",162
2015,2,17,"Breast (female)",102
2015,2,18,"Breast (female)",97
2016,2,2,"Breast (female)",9
2016,2,3,"Breast (female)",12
2016,2,4,"Breast (female)",13
2016,2,5,"Breast (female)",12
2016,2,6,"Breast (female)",4
2016,2,7,"Breast (female)",61
2016,2,8,"Breast (female)",44
2016,2,9,"Breast (female)",165
2016,2,10,"Breast (female)",245
2016,2,11,"Breast (female)",247
2016,2,12,"Breast (female)",295
2016,2,13,"Breast (female)",298
2016,2,14,"Breast (female)",341
2016,2,15,"Breast (female)",256
2016,2,16,"Breast (female)",175
2016,2,17,"Breast (female)",103
2016,2,18,"Breast (female)",105
2017,2,1,"Breast (female)",20
2017,2,3,"Breast (female)",2
2017,2,7,"Breast (female)",27
2017,2,8,"Breast (female)",65
2017,2,9,"Breast (female)",143
2017,2,10,"Breast (female)",243
2017,2,11,"Breast (female)",249
2017,2,12,"Breast (female)",282
2017,2,13,"Breast (female)",317
2017,2,14,"Breast (female)",332
2017,2,15,"Breast (female)",324
2017,2,16,"Breast (female)",155
2017,2,17,"Breast (female)",87
2017,2,18,"Breast (female)",150
2018,2,6,"Breast (female)",18
2018,2,7,"Breast (female)",41
2018,2,8,"Breast (female)",60
2018,2,9,"Breast (female)",151
2018,2,10,"Breast (female)",265
2018,2,11,"Breast (female)",276
2018,2,12,"Breast (female)",301
2018,2,13,"Breast (female)",309
2018,2,14,"Breast (female)",318
2018,2,15,"Breast (female)",307
2018,2,16,"Breast (female)",161
2018,2,17,"Breast (female)",133
2018,2,18,"Breast (female)",138
2019,2,2,"Breast (female)",3
2019,2,3,"Breast (female)",3
2019,2,6,"Breast (female)",26
2019,2,7,"Breast (female)",29
2019,2,8,"Breast (female)",79
2019,2,9,"Breast (female)",137
2019,2,10,"Breast (female)",256
2019,2,11,"Breast (female)",280
2019,2,12,"Breast (female)",276
2019,2,13,"Breast (female)",309
2019,2,14,"Breast (female)",305
2019,2,15,"Breast (female)",321
2019,2,16,"Breast (female)",199
2019,2,17,"Breast (female)",145
2019,2,18,"Breast (female)",112
2020,2,1,"Breast (female)",15
2020,2,2,"Breast (female)",5
2020,2,4,"Breast (female)",7
2020,2,5,"Breast (female)",14
2020,2,7,"Breast (female)",11
2020,2,8,"Breast (female)",63
2020,2,9,"Breast (female)",156
2020,2,10,"Breast (female)",253
2020,2,11,"Breast (female)",271
2020,2,12,"Breast (female)",283
2020,2,13,"Breast (female)",310
2020,2,14,"Breast (female)",334
2020,2,15,"Breast (female)",328
2020,2,16,"Breast (female)",167
2020,2,17,"Breast (female)",132
2020,2,18,"Breast (female)",154
2021,2,1,"Breast (female)",6
2021,2,2,"Breast (female)",18
2021,2,4,"Breast (female)",20
2021,2,5,"Breast (female)",9
2021,2,6,"Breast (female)",17
2021,2,7,"Breast (female)",26
2021,2,8,"Breast (female)",59
2021,2,9,"Breast (female)",133
2021,2,10,"Breast (female)",224
2021,2,11,"Breast (female)",269
2021,2,12,"Breast (female)",314
2021,2,13,"Breast (female)",324
2021,2,14,"Breast (female)",354
2021,2,15,"Breast (female)",371
2021,2,16,"Breast (female)",207
2021,2,17,"Breast (female)",139
2021,2,18,"Breast (female)",133
2022,2,4,"Breast (female)",16
2022,2,6,"Breast (female)",14
2022,2,7,"Breast (female)",49
2022,2,8,"Breast (female)",80
2022,2,9,"Breast (female)",125
2022,2,10,"Breast (female)",259
2022,2,11,"Breast (female)",286
2022,2,12,"Breast (female)",283
2022,2,13,"Breast (female)",317
2022,2,14,"Breast (female)",316
2022,2,15,"Breast (female)",307
2022,2,16,"Breast (female)",213
2022,2,17,"Breast (female)",145
2022,2,18,"Breast (female)",129
2005,1,3,"Prostate",5
2005,1,7,"Prostate",17
2005,1,9,"Prostate",21
2005,1,10,"Prostate",45
2005,1,11,"Prostate",112
2005,1,12,"Prostate",279
2005,1,13,"Prostate",353
2005,1,14,"Prostate",375
2005,1,15,"Prostate",341
2005,1,16,"Prostate",271
2005,1,17,"Prostate",181
2005,1,18,"Prostate",136
2006,1,1,"Prostate",1
2006,1,3,"Prostate",3
2006,1,6,"Prostate",7
2006,1,7,"Prostate",15
2006,1,8,"Prostate",10
2006,1,9,"Prostate",16
2006,1,10,"Prostate",59
2006,1,11,"Prostate",115
2006,1,12,"Prostate",341
2006,1,13,"Prostate",400
2006,1,14,"Prostate",454
2006,1,15,"Prostate",353
2006,1,16,"Prostate",320
2006,1,17,"Prostate",162
2006,1,18,"Prostate",118
2007,1,4,"Prostate",10
2007,1,8,"Prostate",8
2007,1,9,"Prostate",28
2007,1,10,"Prostate",58
2007,1,11,"Prostate",166
2007,1,12,"Prostate",364
2007,1,13,"Prostate",451
2007,1,14,"Prostate",521
2007,1,15,"Prostate",384
2007,1,16,"Prostate",336
2007,1,17,"Prostate",186
2007,1,18,"Prostate",151
2008,1,1,"Prostate",1
2008,1,3,"Prostate",17
2008,1,6,"Prostate",13
2008,1,9,"Prostate",25
2008,1,10,"Prostate",59
2008,1,11,"Prostate",166
2008,1,12,"Prostate",340
2008,1,13,"Prostate",495
2008,1,14,"Prostate",540
2008,1,15,"Prostate",391
2008,1,16,"Prostate",327
2008,1,17,"Prostate",199
2008,1,18,"Prostate",138
2009,1,1,"Prostate",15
2009,1,2,"Prostate",14
2009,1,5,"Prostate",11
2009,1,7,"Prostate",16
2009,1,8,"Prostate",12
2009,1,9,"Prostate",38
2009,1,10,"Prostate",56
2009,1,11,"Prostate",169
2009,1,12,"Prostate",358
2009,1,13,"Prostate",540
2009,1,14,"Prostate",572
2009,1,15,"Prostate",380
2009,1,16,"Prostate",315
2009,1,17,"Prostate",169
2009,1,18,"Prostate",132
2010,1,3,"Prostate",16
2010,1,4,"Prostate",20
2010,1,5,"Prostate",11
2010,1,6,"Prostate",3
2010,1,7,"Prostate",3
2010,1,8,"Prostate",3
2010,1,9,"Prostate",6
2010,1,10,"Prostate",61
2010,1,11,"Prostate",142
2010,1,12,"Prostate",279
2010,1,13,"Prostate",538
2010,1,14,"Prostate",529
2010,1,15,"Prostate",426
2010,1,16,"Prostate",288
2010,1,17,"Prostate",181
2010,1,18,"Prostate",149
2011,1,1,"Prostate",15
2011,1,2,"Prostate",16
2011,1,3,"Prostate",1
2011,1,4,"Prostate",19
2011,1,6,"Prostate",15
2011,1,9,"Prostate",9
2011,1,10,"Prostate",55
2011,1,11,"Prostate",154
2011,1,12,"Prostate",367
2011,1,13,"Prostate",525
2011,1,14,"Prostate",580
2011,1,15,"Prostate",442
2011,1,16,"Prostate",337
2011,1,17,"Prostate",187
2011,1,18,"Prostate",129
2012,1,1,"Prostate",10
2012,1,4,"Prostate",13
2012,1,5,"Prostate",7
2012,1,9,"Prostate",34
2012,1,10,"Prostate",69
2012,1,11,"Prostate",178
2012,1,12,"Prostate",357
2012,1,13,"Prostate",517
2012,1,14,"Prostate",664
2012,1,15,"Prostate",457
2012,1,16,"Prostate",280
2012,1,17,"Prostate",177
2012,1,18,"Prostate",122
2013,1,1,"Prostate",19
2013,1,2,"Prostate",15
2013,1,5,"Prostate",3
2013,1,6,"Prostate",1
2013,1,8,"Prostate",16
2013,1,9,"Prostate",23
2013,1,10,"Prostate",84
2013,1,11,"Prostate",159
2013,1,12,"Prostate",326
2013,1,13,"Prostate",488
2013,1,14,"Prostate",674
2013,1,15,"Prostate",463
2013,1,16,"Prostate",328
2013,1,17,"Prostate",171
2013,1,18,"Prostate",160
2014,1,3,"Prostate",5
2014,1,4,"Prostate",2
2014,1,7,"Prostate",8
2014,1,8,"Prostate",3
2014,1,9,"Prostate",14
2014,1,10,"Prostate",56
2014,1,11,"Prostate",122
2014,1,12,"Prostate",295
2014,1,13,"Prostate",449
2014,1,14,"Prostate",633
2014,1,15,"Prostate",433
2014,1,16,"Prostate",334
2014,1,17,"Prostate",187
2014,1,18,"Prostate",171
2015,1,2,"Prostate",11
2015,1,5,"Prostate",14
2015,1,7,"Prostate",15
2015,1,8,"Prostate",2
2015,1,9,"Prostate",8
2015,1,10,"Prostate",38
2015,1,11,"Prostate",121
2015,1,12,"Prostate",307
2015,1,13,"Prostate",482
2015,1,14,"Prostate",697
2015,1,15,"Prostate",462
2015,1,16,"Prostate",333
2015,1,17,"Prostate",155
2015,1,18,"Prostate",161
2016,1,1,"Prostate",10
2016,1,4,"Prostate",15
2016,1,5,"Prostate",5
2016,1,7,"Prostate",4
2016,1,9,"Prostate",17
2016,1,10,"Prostate",45
2016,1,11,"Prostate",117
2016,1,12,"Prostate",274
2016,1,13,"Prostate",427
2016,1,14,"Prostate",618
2016,1,15,"Prostate",486
2016,1,16,"Prostate",352
2016,1,17,"Prostate",161
2016,1,18,"Prostate",133
2017,1,1,"Prostate",5
2017,1,3,"Prostate",20
2017,1,6,"Prostate",5
2017,1,9,"Prostate",5
2017,1,10,"Prostate",33
2017,1,11,"Prostate",142
2017,1,12,"Prostate",254
2017,1,13,"Prostate",451
2017,1,14,"Prostate",705
2017,1,15,"Prostate",625
2017,1,16,"Prostate",358
2017,1,17,"Prostate",199
2017,1,18,"Prostate",152
2018,1,5,"Prostate",3
2018,1,9,"Prostate",19
2018,1,10,"Prostate",37
2018,1,11,"Prostate",147
2018,1,12,"Prostate",318
2018,1,13,"Prostate",504
2018,1,14,"Prostate",776
2018,1,15,"Prostate",688
2018,1,16,"Prostate",423
2018,1,17,"Prostate",222
2018,1,18,"Prostate",144
2019,1,2,"Prostate",9
2019,1,3,"Prostate",3
2019,1,4,"Prostate",9
2019,1,5,"Prostate",10
2019,1,6,"Prostate",14
2019,1,7,"Prostate",5
2019,1,10,"Prostate",58
2019,1,11,"Prostate",149
2019,1,12,"Prostate",303
2019,1,13,"Prostate",521
2019,1,14,"Prostate",740
2019,1,15,"Prostate",667
2019,1,16,"Prostate",473
2019,1,17,"Prostate",223
2019,1,18,"Prostate",197
2020,1,1,"Prostate",5
2020,1,2,"Prostate",19
2020,1,3,"Prostate",4
2020,1,4,"Prostate",16
2020,1,5,"Prostate",1
2020,1,6,"Prostate",14
2020,1,7,"Prostate",10
2020,1,9,"Prostate",19
2020,1,10,"Prostate",51
2020,1,11,"Prostate",138
2020,1,12,"Prostate",305
2020,1,13,"Prostate",496
2020,1,14,"Prostate",728
2020,1,15,"Prostate",703
2020,1,16,"Prostate",477
2020,1,17,"Prostate",221
2020,1,18,"Prostate",157
2021,1,2,"Prostate",2
2021,1,4,"Prostate",9
2021,1,6,"Prostate",3
2021,1,7,"Prostate",17
2021,1,8,"Prostate",6
2021,1,10,"Prostate",50
2021,1,11,"Prostate",168
2021,1,12,"Prostate",339
2021,1,13,"Prostate",540
2021,1,14,"Prostate",752
2021,1,15,"Prostate",753
2021,1,16,"Prostate",527
2021,1,17,"Prostate",246
2021,1,18,"Prostate",184
2022,1,1,"Prostate",5
2022,1,2,"Prostate",19
2022,1,3,"Prostate",1
2022,1,5,"Prostate",16
2022,1,8,"Prostate",15
2022,1,10,"Prostate",32
2022,1,11,"Prostate",160
2022,1,12,"Prostate",454
2022,1,13,"Prostate",742
2022,1,14,"Prostate",1048
2022,1,15,"Prostate",1127
2022,1,16,"Prostate",846
2022,1,17,"Prostate",328
2022,1,18,"Prostate",168
2005,1,2,"Lymphoma",3
2005,1,6,"Lymphoma",17
2005,1,7,"Lymphoma",12
2005,1,10,"Lymphoma",29
2005,1,11,"Lymphoma",39
2005,1,12,"Lymphoma",24
2005,1,13,"Lymphoma",29
2005,1,14,"Lymphoma",25
2005,1,15,"Lymphoma",33
2005,1,16,"Lymphoma",30
2005,1,17,"Lymphoma",11
2005,1,18,"Lymphoma",31
2005,2,1,"Lymphoma",15
2005,2,2,"Lymphoma",17
2005,2,3,"Lymphoma",17
2005,2,4,"Lymphoma",9
2005,2,6,"Lymphoma",8
2005,2,7,"Lymphoma",10
2005,2,9,"Lymphoma",14
2005,2,10,"Lymphoma",4
2005,2,11,"Lymphoma",14
2005,2,12,"Lymphoma",23
2005,2,13,"Lymphoma",22
2005,2,14,"Lymphoma",31
2005,2,15,"Lymphoma",22
2005,2,16,"Lymphoma",22
2005,2,17,"Lymphoma",15
2005,2,18,"Lymphoma",25
2006,1,1,"Lymphoma",16
2006,1,4,"Lymphoma",2
2006,1,7,"Lymphoma",2
2006,1,8,"Lymphoma",16
2006,1,9,"Lymphoma",6
2006,1,10,"Lymphoma",5
2006,1,11,"Lymphoma",17
2006,1,12,"Lymphoma",44
2006,1,13,"Lymphoma",48
2006,1,14,"Lymphoma",49
2006,1,15,"Lymphoma",44
2006,1,16,"Lymphoma",22
2006,1,17,"Lymphoma",26
2006,1,18,"Lymphoma",16
2006,2,2,"Lymphoma",5
2006,2,3,"Lymphoma",16
2006,2,5,"Lymphoma",13
2006,2,8,"Lymphoma",21
2006,2,9,"Lymphoma",5
2006,2,10,"Lymphoma",20
2006,2,11,"Lymphoma",8
2006,2,12,"Lymphoma",43
2006,2,13,"Lymphoma",22
2006,2,14,"Lymphoma",40
2006,2,15,"Lymphoma",28
2006,2,16,"Lymphoma",21
2006,2,17,"Lymphoma",19
2006,2,18,"Lymphoma",8
2007,1,2,"Lymphoma",13
2007,1,4,"Lymphoma",11
2007,1,6,"Lymphoma",19
2007,1,8,"Lymphoma",7
2007,1,9,"Lymphoma",10
2007,1,10,"Lymphoma",4
2007,1,11,"Lymphoma",26
2007,1,12,"Lymphoma",33
2007,1,13,"Lymphoma",25
2007,1,14,"Lymphoma",52
2007,1,15,"Lymphoma",29
2007,1,16,"Lymphoma",57
2007,1,17,"Lymphoma",7
2007,1,18,"Lymphoma",16
2007,2,1,"Lymphoma",7
2007,2,3,"Lymphoma",7
2007,2,11,"Lymphoma",30
2007,2,12,"Lymphoma",46
2007,2,13,"Lymphoma",41
