"year","sex","ragegrp","count","Cancer.Type"
2015,"Male",15,380,"Liver cancer"
2016,"Female",11,391,"Liver cancer"
2011,"Male",16,347,"Liver cancer"
2008,"Female",13,323,"Liver cancer"
2014,"Male",9,376,"Liver cancer"
1996,"Female",11,202,"Liver cancer"
2008,"Female",14,320,"Liver cancer"
2018,"Male",8,422,"Liver cancer"
1999,"Male",18,215,"Liver cancer"
1998,"Male",9,222,"Liver cancer"
2008,"Female",15,306,"Liver cancer"
2022,"Male",11,461,"Liver cancer"
2016,"Female",14,393,"Liver cancer"
2014,"Male",11,374,"Liver cancer"
2012,"Female",16,359,"Liver cancer"
2010,"Male",12,328,"Liver cancer"
2004,"Female",18,279,"Liver cancer"
2014,"Male",12,380,"Liver cancer"
1984,"Male",12,85,"Liver cancer"
1998,"Male",12,206,"Liver cancer"
2016,"Female",16,404,"Liver cancer"
2000,"Female",18,235,"Liver cancer"
2021,"Male",3,451,"Liver cancer"
1996,"Female",16,199,"Liver cancer"
2018,"Male",13,408,"Liver cancer"
2014,"Male",14,371,"Liver cancer"
2021,"Male",6,443,"Liver cancer"
1984,"Male",14,66,"Liver cancer"
2010,"Male",15,344,"Liver cancer"
2013,"Male",8,362,"Liver cancer"
2019,"Female",11,418,"Liver cancer"
2021,"Male",9,455,"Liver cancer"
2014,"Female",15,380,"Liver cancer"
2005,"Male",11,284,"Liver cancer"
1984,"Male",16,75,"Liver cancer"
2021,"Male",10,450,"Liver cancer"
2001,"Male",9,255,"Liver cancer"
2014,"Male",17,375,"Liver cancer"
1984,"Male",17,78,"Liver cancer"
1990,"Male",12,127,"Liver cancer"
1985,"Female",17,77,"Liver cancer"
2002,"Female",6,245,"Liver cancer"
1994,"Male",16,175,"Liver cancer"
1988,"Female",14,109,"Liver cancer"
2017,"Male",10,400,"Liver cancer"
1987,"Male",16,96,"Liver cancer"
2005,"Male",14,290,"Liver cancer"
2021,"Male",13,440,"Liver cancer"
2010,"Female",8,340,"Liver cancer"
2017,"Male",11,414,"Liver cancer"
1988,"Female",16,108,"Liver cancer"
2021,"Male",14,446,"Liver cancer"
2001,"Male",13,235,"Liver cancer"
2005,"Male",16,291,"Liver cancer"
1987,"Female",1,113,"Liver cancer"
2021,"Male",15,442,"Liver cancer"
2001,"Male",14,255,"Liver cancer"
2005,"Male",17,290,"Liver cancer"
1994,"Female",9,182,"Liver cancer"
2017,"Male",14,404,"Liver cancer"
2008,"Male",7,325,"Liver cancer"
2013,"Male",16,365,"Liver cancer"
2021,"Male",17,437,"Liver cancer"
1989,"Male",7,116,"Liver cancer"
2005,"Female",1,283,"Liver cancer"
2013,"Male",17,356,"Liver cancer"
1993,"Male",13,155,"Liver cancer"
1997,"Male",15,210,"Liver cancer"
2009,"Male",18,331,"Liver cancer"
2006,"Female",15,290,"Liver cancer"
2017,"Male",17,396,"Liver cancer"
2018,"Female",14,419,"Liver cancer"
2017,"Female",16,413,"Liver cancer"
2021,"Female",7,454,"Liver cancer"
2021,"Female",8,455,"Liver cancer"
1997,"Male",17,213,"Liver cancer"
1984,"Female",17,65,"Liver cancer"
1990,"Female",11,132,"Liver cancer"
2005,"Female",11,284,"Liver cancer"
2017,"Female",4,399,"Liver cancer"
1997,"Male",18,206,"Liver cancer"
1990,"Female",12,125,"Liver cancer"
2006,"Female",18,287,"Liver cancer"
2017,"Female",9,406,"Liver cancer"
2014,"Female",18,375,"Liver cancer"
1993,"Male",18,157,"Liver cancer"
1985,"Male",8,89,"Liver cancer"
2017,"Female",10,409,"Liver cancer"
2013,"Female",11,369,"Liver cancer"
2011,"Male",7,340,"Liver cancer"
2003,"Male",9,270,"Liver cancer"
2017,"Female",11,398,"Liver cancer"
2021,"Female",12,453,"Liver cancer"
2015,"Male",8,385,"Liver cancer"
2000,"Male",17,240,"Liver cancer"
2013,"Female",13,374,"Liver cancer"
1993,"Female",10,159,"Liver cancer"
1985,"Male",11,83,"Liver cancer"
2021,"Female",14,455,"Liver cancer"
2013,"Female",14,363,"Liver cancer"
2004,"Female",6,273,"Liver cancer"
2005,"Female",17,291,"Liver cancer"
1992,"Male",14,157,"Liver cancer"
2002,"Male",14,260,"Liver cancer"
1988,"Male",9,113,"Liver cancer"
2009,"Female",16,321,"Liver cancer"
2021,"Female",16,439,"Liver cancer"
2013,"Female",16,375,"Liver cancer"
2009,"Female",17,328,"Liver cancer"
1993,"Female",14,175,"Liver cancer"
2021,"Female",17,450,"Liver cancer"
2005,"Male",10,288,"Liver cancer"
1990,"Male",10,141,"Liver cancer"
2010,"Male",16,344,"Liver cancer"
2012,"Female",10,354,"Liver cancer"
2021,"Female",18,442,"Liver cancer"
1989,"Female",12,124,"Liver cancer"
2010,"Male",5,326,"Liver cancer"
2022,"Male",7,461,"Liver cancer"
2011,"Male",15,347,"Liver cancer"
1985,"Male",17,90,"Liver cancer"
2010,"Male",8,326,"Liver cancer"
1989,"Female",14,117,"Liver cancer"
1993,"Female",17,156,"Liver cancer"
1998,"Male",7,223,"Liver cancer"
2015,"Male",16,383,"Liver cancer"
1994,"Male",3,172,"Liver cancer"
2002,"Male",10,259,"Liver cancer"
2012,"Female",14,360,"Liver cancer"
2016,"Female",13,403,"Liver cancer"
2015,"Male",17,381,"Liver cancer"
2006,"Male",12,290,"Liver cancer"
2011,"Male",18,350,"Liver cancer"
1985,"Female",9,88,"Liver cancer"
2015,"Male",18,378,"Liver cancer"
2006,"Male",13,290,"Liver cancer"
1990,"Male",16,137,"Liver cancer"
2006,"Female",12,300,"Liver cancer"
2019,"Female",7,428,"Liver cancer"
2006,"Male",14,291,"Liver cancer"
2003,"Female",11,263,"Liver cancer"
2018,"Male",12,410,"Liver cancer"
2014,"Male",13,368,"Liver cancer"
2000,"Male",9,227,"Liver cancer"
1990,"Male",8,131,"Liver cancer"
1982,"Female",13,58,"Liver cancer"
2016,"Female",17,386,"Liver cancer"
1994,"Female",11,166,"Liver cancer"
1990,"Male",9,127,"Liver cancer"
2009,"Male",4,326,"Liver cancer"
2014,"Male",15,372,"Liver cancer"
1994,"Female",12,165,"Liver cancer"
1993,"Male",14,174,"Liver cancer"
2021,"Female",1,439,"Liver cancer"
2014,"Male",16,370,"Liver cancer"
2006,"Male",18,300,"Liver cancer"
1990,"Male",11,131,"Liver cancer"
1985,"Female",16,77,"Liver cancer"
2015,"Female",13,381,"Liver cancer"
1994,"Male",15,175,"Liver cancer"
2005,"Male",12,284,"Liver cancer"
2006,"Female",7,286,"Liver cancer"
2013,"Female",9,355,"Liver cancer"
2004,"Female",14,267,"Liver cancer"
2010,"Female",5,327,"Liver cancer"
2006,"Female",9,303,"Liver cancer"
2009,"Male",12,319,"Liver cancer"
1986,"Male",1,86,"Liver cancer"
2002,"Female",10,260,"Liver cancer"
2012,"Male",15,360,"Liver cancer"
1990,"Male",14,143,"Liver cancer"
1994,"Male",18,169,"Liver cancer"
2010,"Female",9,341,"Liver cancer"
2012,"Female",15,350,"Liver cancer"
2018,"Female",9,414,"Liver cancer"
1988,"Female",17,123,"Liver cancer"
1995,"Male",17,186,"Liver cancer"
2012,"Male",17,354,"Liver cancer"
2022,"Female",12,445,"Liver cancer"
1988,"Female",18,125,"Liver cancer"
2002,"Female",13,255,"Liver cancer"
2001,"Male",15,252,"Liver cancer"
1986,"Male",11,88,"Liver cancer"
1985,"Male",12,87,"Liver cancer"
2002,"Female",14,265,"Liver cancer"
2006,"Female",14,287,"Liver cancer"
1986,"Male",12,86,"Liver cancer"
2015,"Female",10,385,"Liver cancer"
2002,"Female",15,262,"Liver cancer"
2020,"Male",10,436,"Liver cancer"
2001,"Male",17,254,"Liver cancer"
2016,"Female",7,388,"Liver cancer"
2012,"Male",14,359,"Liver cancer"
2021,"Male",8,447,"Liver cancer"
2006,"Female",16,285,"Liver cancer"
1994,"Female",13,181,"Liver cancer"
2018,"Female",15,417,"Liver cancer"
2014,"Female",16,373,"Liver cancer"
2009,"Female",7,331,"Liver cancer"
2006,"Female",17,289,"Liver cancer"
2002,"Female",18,258,"Liver cancer"
2018,"Female",16,407,"Liver cancer"
2019,"Male",18,433,"Liver cancer"
2017,"Female",15,399,"Liver cancer"
2010,"Female",18,335,"Liver cancer"
2019,"Male",9,435,"Liver cancer"
2007,"Male",5,302,"Liver cancer"
2003,"Male",8,257,"Liver cancer"
2015,"Male",3,375,"Liver cancer"
2006,"Male",11,289,"Liver cancer"
2018,"Female",18,409,"Liver cancer"
2014,"Male",10,383,"Liver cancer"
2011,"Male",8,336,"Liver cancer"
1991,"Female",13,146,"Liver cancer"
1991,"Male",13,155,"Liver cancer"
1982,"Male",13,47,"Liver cancer"
1998,"Female",8,213,"Liver cancer"
2010,"Female",11,336,"Liver cancer"
2018,"Female",13,413,"Liver cancer"
2000,"Male",18,237,"Liver cancer"
2020,"Male",18,427,"Liver cancer"
2012,"Female",17,355,"Liver cancer"
2019,"Male",10,428,"Liver cancer"
2020,"Female",18,439,"Liver cancer"
1992,"Female",13,163,"Liver cancer"
2016,"Male",18,393,"Liver cancer"
2017,"Male",15,405,"Liver cancer"
2018,"Female",12,410,"Liver cancer"
2014,"Male",5,380,"Liver cancer"
2005,"Female",3,278,"Liver cancer"
2015,"Male",12,376,"Liver cancer"
2017,"Female",18,395,"Liver cancer"
2014,"Male",18,365,"Liver cancer"
2014,"Male",8,376,"Liver cancer"
1999,"Female",14,228,"Liver cancer"
2019,"Female",12,419,"Liver cancer"
1987,"Male",13,106,"Liver cancer"
2011,"Male",14,341,"Liver cancer"
1993,"Female",15,156,"Liver cancer"
2017,"Female",17,413,"Liver cancer"
2016,"Female",10,392,"Liver cancer"
1995,"Male",16,182,"Liver cancer"
2021,"Female",9,448,"Liver cancer"
2019,"Female",10,421,"Liver cancer"
2017,"Male",16,398,"Liver cancer"
1983,"Male",10,73,"Liver cancer"
2020,"Female",17,431,"Liver cancer"
2004,"Female",15,266,"Liver cancer"
2016,"Female",12,400,"Liver cancer"
1994,"Male",17,173,"Liver cancer"
1991,"Male",12,150,"Liver cancer"
2000,"Male",15,228,"Liver cancer"
2003,"Female",8,262,"Liver cancer"
1985,"Male",9,82,"Liver cancer"
2012,"Male",18,346,"Liver cancer"
2005,"Male",15,290,"Liver cancer"
1993,"Female",16,159,"Liver cancer"
1983,"Male",13,69,"Liver cancer"
2005,"Male",4,279,"Liver cancer"
2005,"Female",12,286,"Liver cancer"
2009,"Male",15,334,"Liver cancer"
2004,"Male",9,273,"Liver cancer"
2006,"Female",10,292,"Liver cancer"
1995,"Female",17,194,"Liver cancer"
2005,"Male",18,276,"Liver cancer"
2006,"Male",15,303,"Liver cancer"
1990,"Male",13,134,"Liver cancer"
1997,"Male",16,210,"Liver cancer"
2017,"Female",12,414,"Liver cancer"
2019,"Male",7,431,"Liver cancer"
2000,"Male",12,233,"Liver cancer"
1991,"Female",15,135,"Liver cancer"
2004,"Male",13,266,"Liver cancer"
2015,"Female",15,387,"Liver cancer"
2015,"Female",18,385,"Liver cancer"
2009,"Female",14,319,"Liver cancer"
2019,"Female",15,434,"Liver cancer"
2005,"Female",10,289,"Liver cancer"
2011,"Male",2,351,"Liver cancer"
2010,"Male",13,336,"Liver cancer"
1983,"Male",11,58,"Liver cancer"
2021,"Female",11,442,"Liver cancer"
2010,"Female",12,326,"Liver cancer"
2016,"Male",17,391,"Liver cancer"
2018,"Female",17,424,"Liver cancer"
2022,"Female",11,462,"Liver cancer"
2013,"Female",10,371,"Liver cancer"
2004,"Male",16,276,"Liver cancer"
1994,"Female",16,180,"Liver cancer"
2019,"Female",18,428,"Liver cancer"
2012,"Male",6,355,"Liver cancer"
2002,"Female",12,247,"Liver cancer"
2017,"Male",1,413,"Liver cancer"
2018,"Female",10,420,"Liver cancer"
2014,"Female",10,367,"Liver cancer"
2006,"Male",10,287,"Liver cancer"
1998,"Female",10,216,"Liver cancer"
1995,"Male",18,191,"Liver cancer"
2009,"Female",11,320,"Liver cancer"
2021,"Female",10,454,"Liver cancer"
1988,"Male",11,125,"Lung cancer"
1982,"Female",18,50,"Lung cancer"
1987,"Male",15,95,"Lung cancer"
1982,"Male",15,57,"Lung cancer"
2011,"Male",13,346,"Lung cancer"
1987,"Male",11,109,"Lung cancer"
2012,"Male",14,361,"Lung cancer"
1985,"Female",10,78,"Lung cancer"
1995,"Male",14,192,"Lung cancer"
2012,"Female",16,352,"Lung cancer"
1982,"Male",17,54,"Lung cancer"
1986,"Female",8,103,"Lung cancer"
1999,"Female",16,226,"Lung cancer"
1993,"Female",15,158,"Lung cancer"
1987,"Male",12,112,"Lung cancer"
1991,"Male",7,155,"Lung cancer"
1995,"Female",12,180,"Lung cancer"
1991,"Female",8,144,"Lung cancer"
1986,"Male",8,103,"Lung cancer"
1990,"Female",18,144,"Lung cancer"
1996,"Male",7,203,"Lung cancer"
1982,"Female",10,57,"Lung cancer"
1995,"Female",8,189,"Lung cancer"
1999,"Male",13,220,"Lung cancer"
1994,"Female",14,178,"Lung cancer"
1983,"Male",10,75,"Lung cancer"
1999,"Male",12,228,"Lung cancer"
1982,"Female",13,56,"Lung cancer"
2007,"Female",14,312,"Lung cancer"
1987,"Female",18,108,"Lung cancer"
2006,"Female",18,305,"Lung cancer"
1983,"Male",17,61,"Lung cancer"
1987,"Female",13,111,"Lung cancer"
2011,"Male",16,350,"Lung cancer"
1986,"Female",14,99,"Lung cancer"
1999,"Female",15,232,"Lung cancer"
2019,"Male",8,428,"Lung cancer"
2000,"Male",17,234,"Lung cancer"
1987,"Female",17,102,"Lung cancer"
2007,"Female",17,313,"Lung cancer"
1987,"Female",12,103,"Lung cancer"
1992,"Male",12,162,"Lung cancer"
2001,"Male",6,242,"Lung cancer"
1993,"Male",14,169,"Lung cancer"
1992,"Female",17,152,"Lung cancer"
1983,"Female",8,71,"Lung cancer"
1987,"Male",8,107,"Lung cancer"
1987,"Male",13,112,"Lung cancer"
1988,"Male",9,116,"Lung cancer"
1996,"Male",17,186,"Lung cancer"
1982,"Male",12,55,"Lung cancer"
1995,"Female",18,178,"Lung cancer"
2016,"Female",7,396,"Lung cancer"
2006,"Male",7,295,"Lung cancer"
2011,"Male",12,336,"Lung cancer"
1999,"Female",13,221,"Lung cancer"
2006,"Male",8,300,"Lung cancer"
1987,"Male",17,101,"Lung cancer"
2004,"Male",10,279,"Lung cancer"
2007,"Male",15,304,"Lung cancer"
1999,"Male",15,220,"Lung cancer"
2017,"Male",9,408,"Lung cancer"
2011,"Male",15,336,"Lung cancer"
1993,"Female",17,160,"Lung cancer"
1994,"Female",15,175,"Lung cancer"
1989,"Female",14,122,"Lung cancer"
1992,"Female",7,159,"Lung cancer"
2011,"Male",14,353,"Lung cancer"
2012,"Female",10,345,"Lung cancer"
1983,"Male",9,70,"Lung cancer"
1991,"Male",8,149,"Lung cancer"
2001,"Female",8,253,"Lung cancer"
1988,"Male",16,117,"Lung cancer"
2004,"Female",16,276,"Lung cancer"
1990,"Female",15,143,"Lung cancer"
2008,"Male",15,319,"Lung cancer"
1988,"Male",17,105,"Lung cancer"
2004,"Female",17,278,"Lung cancer"
1992,"Female",11,165,"Lung cancer"
1988,"Male",4,123,"Lung cancer"
2004,"Female",11,274,"Lung cancer"
2009,"Female",15,318,"Lung cancer"
2011,"Male",10,337,"Lung cancer"
1995,"Female",14,194,"Lung cancer"
1993,"Female",6,156,"Lung cancer"
1996,"Male",16,199,"Lung cancer"
1987,"Male",10,101,"Lung cancer"
1995,"Male",9,189,"Lung cancer"
2009,"Male",7,325,"Lung cancer"
1985,"Female",13,77,"Lung cancer"
2011,"Female",11,336,"Lung cancer"
1989,"Male",9,121,"Lung cancer"
1996,"Female",17,198,"Lung cancer"
2013,"Male",8,364,"Lung cancer"
2011,"Female",12,350,"Lung cancer"
1988,"Female",10,122,"Lung cancer"
1999,"Male",14,232,"Lung cancer"
2001,"Male",8,245,"Lung cancer"
1982,"Male",16,57,"Lung cancer"
2017,"Male",8,400,"Lung cancer"
2021,"Male",10,454,"Lung cancer"
1997,"Male",7,204,"Lung cancer"
1987,"Male",14,113,"Lung cancer"
1991,"Female",9,154,"Lung cancer"
1988,"Female",13,110,"Lung cancer"
1992,"Female",18,163,"Lung cancer"
1991,"Female",10,135,"Lung cancer"
1982,"Male",18,49,"Lung cancer"
1995,"Female",13,188,"Lung cancer"
1986,"Female",18,86,"Lung cancer"
2012,"Female",14,359,"Lung cancer"
1984,"Male",8,70,"Lung cancer"
2005,"Male",15,295,"Lung cancer"
2007,"Female",16,305,"Lung cancer"
1995,"Female",15,184,"Lung cancer"
2000,"Female",15,241,"Lung cancer"
2017,"Male",12,414,"Lung cancer"
2001,"Male",13,237,"Lung cancer"
2011,"Female",18,347,"Lung cancer"
2000,"Female",16,244,"Lung cancer"
2015,"Female",8,383,"Lung cancer"
1986,"Female",10,97,"Lung cancer"
1987,"Male",9,97,"Lung cancer"
2011,"Male",11,337,"Lung cancer"
1989,"Male",18,118,"Lung cancer"
2015,"Female",9,392,"Lung cancer"
2005,"Male",18,282,"Lung cancer"
2005,"Male",8,295,"Lung cancer"
1989,"Male",7,122,"Lung cancer"
2000,"Male",10,241,"Lung cancer"
1989,"Male",8,123,"Lung cancer"
1982,"Female",14,48,"Lung cancer"
1991,"Female",17,140,"Lung cancer"
2005,"Female",8,285,"Lung cancer"
2004,"Male",12,273,"Lung cancer"
1996,"Male",8,202,"Lung cancer"
1991,"Female",18,153,"Lung cancer"
1989,"Male",10,115,"Lung cancer"
1988,"Female",11,111,"Lung cancer"
1992,"Male",6,157,"Lung cancer"
1989,"Male",11,129,"Lung cancer"
2000,"Male",13,235,"Lung cancer"
2012,"Male",13,354,"Lung cancer"
1992,"Male",8,154,"Lung cancer"
1987,"Female",14,104,"Lung cancer"
2000,"Male",14,241,"Lung cancer"
1992,"Male",9,145,"Lung cancer"
1984,"Male",18,81,"Lung cancer"
2008,"Male",13,320,"Lung cancer"
1993,"Male",7,170,"Lung cancer"
1987,"Male",16,104,"Lung cancer"
2003,"Female",18,274,"Lung cancer"
2008,"Male",14,307,"Lung cancer"
2009,"Female",12,317,"Lung cancer"
1999,"Male",8,222,"Lung cancer"
1984,"Female",9,65,"Lung cancer"
2009,"Female",13,318,"Lung cancer"
1985,"Male",10,79,"Lung cancer"
1997,"Female",11,206,"Lung cancer"
1982,"Male",10,59,"Lung cancer"
1999,"Female",10,232,"Lung cancer"
1988,"Male",18,117,"Lung cancer"
1985,"Male",11,94,"Lung cancer"
2005,"Female",16,291,"Lung cancer"
1985,"Male",12,95,"Lung cancer"
1990,"Female",17,133,"Lung cancer"
2019,"Male",10,431,"Lung cancer"
1993,"Female",12,166,"Lung cancer"
2004,"Female",9,274,"Lung cancer"
2013,"Female",15,369,"Lung cancer"
1985,"Male",13,81,"Lung cancer"
2000,"Female",9,227,"Lung cancer"
2009,"Female",17,323,"Lung cancer"
1989,"Female",9,124,"Lung cancer"
2012,"Female",9,348,"Lung cancer"
1989,"Female",10,124,"Lung cancer"
2009,"Female",18,322,"Lung cancer"
1989,"Female",11,120,"Lung cancer"
1988,"Male",12,115,"Lung cancer"
1983,"Female",16,75,"Lung cancer"
2012,"Female",11,363,"Lung cancer"
1992,"Male",18,149,"Lung cancer"
1995,"Male",13,179,"Lung cancer"
1996,"Female",9,203,"Lung cancer"
2012,"Female",12,359,"Lung cancer"
1999,"Male",16,232,"Lung cancer"
1988,"Male",14,122,"Lung cancer"
2006,"Male",10,292,"Lung cancer"
1984,"Male",7,74,"Lung cancer"
1999,"Male",17,226,"Lung cancer"
2010,"Male",9,338,"Lung cancer"
1986,"Male",18,95,"Lung cancer"
1985,"Female",7,80,"Lung cancer"
1996,"Female",12,195,"Lung cancer"
1985,"Female",8,86,"Lung cancer"
1983,"Female",9,58,"Lung cancer"
2022,"Male",11,462,"Lung cancer"
1984,"Male",10,75,"Lung cancer"
1998,"Male",10,224,"Lung cancer"
1989,"Female",17,121,"Lung cancer"
2009,"Female",14,319,"Lung cancer"
1999,"Male",10,216,"Lung cancer"
1998,"Male",11,224,"Lung cancer"
1989,"Female",18,128,"Lung cancer"
2003,"Female",11,263,"Lung cancer"
1982,"Female",12,58,"Lung cancer"
1998,"Male",12,217,"Lung cancer"
1988,"Female",7,114,"Lung cancer"
1994,"Male",11,174,"Lung cancer"
1999,"Female",12,216,"Lung cancer"
1988,"Female",8,108,"Lung cancer"
1992,"Female",14,162,"Lung cancer"
1994,"Male",12,173,"Lung cancer"
1998,"Male",14,207,"Lung cancer"
2010,"Male",15,338,"Lung cancer"
1992,"Female",15,159,"Lung cancer"
1994,"Male",13,176,"Lung cancer"
1998,"Male",15,220,"Lung cancer"
2010,"Male",16,329,"Lung cancer"
2014,"Male",16,379,"Lung cancer"
1994,"Male",14,167,"Lung cancer"
1990,"Male",11,131,"Lung cancer"
2006,"Female",6,301,"Lung cancer"
2014,"Male",17,365,"Lung cancer"
2021,"Male",11,448,"Lung cancer"
1990,"Male",12,134,"Lung cancer"
2006,"Female",8,303,"Lung cancer"
2013,"Male",11,358,"Lung cancer"
1994,"Male",16,179,"Lung cancer"
1988,"Female",14,114,"Lung cancer"
2006,"Female",9,292,"Lung cancer"
2011,"Male",17,355,"Lung cancer"
1993,"Male",8,171,"Lung cancer"
1999,"Female",18,229,"Lung cancer"
2001,"Male",12,248,"Lung cancer"
2012,"Female",15,357,"Lung cancer"
1998,"Female",9,218,"Lung cancer"
1994,"Female",5,178,"Lung cancer"
2014,"Female",10,366,"Lung cancer"
2005,"Male",16,284,"Lung cancer"
1994,"Male",9,185,"Lung cancer"
2022,"Male",12,450,"Lung cancer"
1986,"Male",10,96,"Lung cancer"
2005,"Male",17,286,"Lung cancer"
1988,"Female",18,110,"Lung cancer"
2017,"Male",14,403,"Lung cancer"
2018,"Female",12,420,"Lung cancer"
1998,"Female",12,219,"Lung cancer"
2012,"Male",9,351,"Lung cancer"
1990,"Male",18,131,"Lung cancer"
2006,"Female",14,299,"Lung cancer"
1994,"Female",11,181,"Lung cancer"
2006,"Female",15,301,"Lung cancer"
1990,"Female",7,129,"Lung cancer"
1990,"Female",8,127,"Lung cancer"
1994,"Female",12,179,"Lung cancer"
1984,"Female",15,71,"Lung cancer"
2006,"Female",16,302,"Lung cancer"
1990,"Female",9,145,"Lung cancer"
2012,"Male",12,359,"Lung cancer"
1993,"Male",15,158,"Lung cancer"
2006,"Female",17,288,"Lung cancer"
1997,"Male",17,198,"Lung cancer"
1990,"Female",11,127,"Lung cancer"
1989,"Male",12,133,"Lung cancer"
2002,"Female",18,250,"Lung cancer"
2009,"Female",10,333,"Lung cancer"
1990,"Female",12,132,"Lung cancer"
1987,"Female",15,99,"Lung cancer"
2007,"Male",5,304,"Lung cancer"
1986,"Male",17,90,"Lung cancer"
2013,"Male",12,371,"Lung cancer"
1989,"Male",14,128,"Lung cancer"
1997,"Female",9,197,"Lung cancer"
1999,"Male",7,219,"Lung cancer"
1992,"Male",11,151,"Lung cancer"
2003,"Male",9,264,"Lung cancer"
1982,"Male",9,48,"Lung cancer"
2007,"Male",9,307,"Lung cancer"
1986,"Female",7,100,"Lung cancer"
1994,"Female",18,179,"Lung cancer"
1999,"Male",9,219,"Lung cancer"
1986,"Female",9,97,"Lung cancer"
1990,"Female",16,132,"Lung cancer"
1982,"Male",11,55,"Lung cancer"
1989,"Male",17,120,"Lung cancer"
1999,"Male",11,235,"Lung cancer"
1983,"Female",12,72,"Lung cancer"
1995,"Male",8,180,"Lung cancer"
1986,"Female",11,91,"Lung cancer"
2007,"Male",12,311,"Lung cancer"
2019,"Male",11,424,"Lung cancer"
1982,"Male",13,57,"Lung cancer"
1986,"Female",12,96,"Lung cancer"
1995,"Male",10,178,"Lung cancer"
2019,"Male",12,424,"Lung cancer"
2015,"Male",12,385,"Lung cancer"
1982,"Male",14,45,"Lung cancer"
1995,"Male",11,178,"Lung cancer"
2019,"Male",13,432,"Lung cancer"
2001,"Female",18,241,"Lung cancer"
1995,"Male",12,178,"Lung cancer"
1993,"Female",16,159,"Lung cancer"
1991,"Male",9,138,"Lung cancer"
2015,"Male",14,379,"Lung cancer"
2003,"Male",16,270,"Lung cancer"
2002,"Male",8,262,"Lung cancer"
1991,"Male",10,150,"Lung cancer"
2015,"Male",15,394,"Lung cancer"
2003,"Male",17,255,"Lung cancer"
1985,"Male",18,85,"Lung cancer"
1991,"Male",11,143,"Lung cancer"
2015,"Male",16,395,"Lung cancer"
2003,"Male",18,262,"Lung cancer"
1995,"Male",15,187,"Lung cancer"
1999,"Male",18,220,"Lung cancer"
1989,"Female",16,124,"Lung cancer"
2003,"Female",7,275,"Lung cancer"
2002,"Male",11,250,"Lung cancer"
1987,"Male",7,108,"Lung cancer"
1982,"Female",9,58,"Lung cancer"
2011,"Female",8,342,"Lung cancer"
1995,"Male",17,176,"Lung cancer"
1999,"Female",9,216,"Lung cancer"
2007,"Female",8,312,"Lung cancer"
1994,"Male",10,167,"Lung cancer"
1995,"Male",18,181,"Lung cancer"
2019,"Female",8,424,"Lung cancer"
2007,"Female",9,299,"Lung cancer"
1999,"Female",11,218,"Lung cancer"
1990,"Male",8,138,"Lung cancer"
1998,"Male",13,220,"Lung cancer"
2014,"Male",14,381,"Lung cancer"
2019,"Female",10,420,"Lung cancer"
1995,"Female",7,192,"Lung cancer"
1991,"Male",17,138,"Lung cancer"
1985,"Female",14,75,"Lung cancer"
2019,"Female",11,434,"Lung cancer"
1991,"Male",18,136,"Lung cancer"
1999,"Female",14,233,"Lung cancer"
2007,"Female",12,301,"Lung cancer"
1995,"Female",10,177,"Lung cancer"
2013,"Male",9,362,"Lung cancer"
1982,"Female",16,50,"Lung cancer"
2007,"Female",13,305,"Lung cancer"
1995,"Female",11,177,"Lung cancer"
2013,"Male",10,360,"Lung cancer"
1982,"Female",17,48,"Lung cancer"
2015,"Female",14,376,"Lung cancer"
2011,"Female",15,344,"Lung cancer"
2018,"Male",17,422,"Lung cancer"
1999,"Female",17,220,"Lung cancer"
1991,"Female",11,155,"Lung cancer"
2011,"Female",16,349,"Lung cancer"
1983,"Male",7,59,"Lung cancer"
1991,"Female",12,141,"Lung cancer"
2015,"Female",16,377,"Lung cancer"
2011,"Female",17,338,"Lung cancer"
1988,"Female",16,118,"Lung cancer"
1991,"Female",13,146,"Lung cancer"
2004,"Male",8,277,"Lung cancer"
1984,"Female",11,75,"Lung cancer"
2017,"Male",13,407,"Lung cancer"
1994,"Female",8,167,"Lung cancer"
2014,"Female",11,385,"Lung cancer"
1998,"Female",11,225,"Lung cancer"
2010,"Female",12,330,"Lung cancer"
1994,"Female",9,175,"Lung cancer"
2000,"Male",9,239,"Lung cancer"
2008,"Male",7,310,"Lung cancer"
1983,"Male",12,73,"Lung cancer"
1991,"Female",16,153,"Lung cancer"
2008,"Male",8,319,"Lung cancer"
2004,"Male",11,266,"Lung cancer"
2012,"Male",10,356,"Lung cancer"
2008,"Male",9,306,"Lung cancer"
2000,"Male",11,233,"Lung cancer"
2018,"Female",14,425,"Lung cancer"
2012,"Male",11,347,"Lung cancer"
2008,"Male",10,318,"Lung cancer"
1994,"Female",13,175,"Lung cancer"
1990,"Female",10,128,"Lung cancer"
1983,"Male",15,63,"Lung cancer"
2008,"Male",11,318,"Lung cancer"
1992,"Male",7,159,"Lung cancer"
2016,"Male",11,386,"Lung cancer"
1983,"Male",16,72,"Lung cancer"
2008,"Male",12,313,"Lung cancer"
2016,"Male",12,404,"Lung cancer"
1989,"Male",13,129,"Lung cancer"
1983,"Male",18,57,"Lung cancer"
1996,"Male",11,189,"Lung cancer"
1992,"Male",10,150,"Lung cancer"
2016,"Male",13,391,"Lung cancer"
1982,"Male",8,63,"Lung cancer"
1996,"Male",12,190,"Lung cancer"
2000,"Male",16,231,"Lung cancer"
2016,"Male",14,389,"Lung cancer"
