"year","sex","ragegrp","count","Cancer.Type"
2004,"Male",10,276,"Liver cancer"
2000,"Female",9,236,"Liver cancer"
1992,"Male",9,154,"Liver cancer"
2007,"Female",12,301,"Liver cancer"
2004,"Male",11,273,"Liver cancer"
2014,"Female",13,382,"Liver cancer"
1986,"Male",6,89,"Liver cancer"
2007,"Female",13,308,"Liver cancer"
2004,"Male",12,276,"Liver cancer"
2014,"Female",14,383,"Liver cancer"
1997,"Male",5,201,"Liver cancer"
2007,"Female",14,314,"Liver cancer"
2004,"Male",13,269,"Liver cancer"
2014,"Female",15,367,"Liver cancer"
1997,"Male",6,215,"Liver cancer"
2007,"Female",15,311,"Liver cancer"
2004,"Male",14,277,"Liver cancer"
2014,"Female",16,369,"Liver cancer"
1982,"Male",12,49,"Liver cancer"
2007,"Female",16,295,"Liver cancer"
2004,"Male",15,269,"Liver cancer"
2000,"Female",14,232,"Liver cancer"
1982,"Male",13,56,"Liver cancer"
2018,"Female",1,418,"Liver cancer"
1997,"Male",9,197,"Liver cancer"
2014,"Female",18,380,"Liver cancer"
2018,"Female",4,419,"Liver cancer"
2007,"Female",18,302,"Liver cancer"
1997,"Male",10,207,"Liver cancer"
2000,"Female",16,242,"Liver cancer"
2018,"Female",6,411,"Liver cancer"
1993,"Female",9,160,"Liver cancer"
1997,"Male",11,209,"Liver cancer"
2000,"Female",17,243,"Liver cancer"
1982,"Male",16,56,"Liver cancer"
1997,"Male",12,208,"Liver cancer"
2018,"Female",8,410,"Liver cancer"
2017,"Male",18,410,"Liver cancer"
1982,"Male",17,61,"Liver cancer"
1997,"Male",13,203,"Liver cancer"
2018,"Female",9,409,"Liver cancer"
1982,"Male",18,50,"Liver cancer"
2008,"Male",8,321,"Liver cancer"
2015,"Male",10,378,"Liver cancer"
2018,"Female",10,406,"Liver cancer"
1982,"Female",3,62,"Liver cancer"
2013,"Female",18,371,"Liver cancer"
2015,"Male",11,382,"Liver cancer"
2018,"Female",11,410,"Liver cancer"
1985,"Male",12,75,"Liver cancer"
2004,"Female",11,269,"Liver cancer"
2015,"Male",12,384,"Liver cancer"
2018,"Female",12,405,"Liver cancer"
1982,"Female",9,60,"Liver cancer"
2004,"Female",12,273,"Liver cancer"
2015,"Male",13,393,"Liver cancer"
2018,"Female",13,407,"Liver cancer"
1982,"Female",10,62,"Liver cancer"
2004,"Female",13,267,"Liver cancer"
1986,"Female",8,87,"Liver cancer"
2018,"Female",14,411,"Liver cancer"
2014,"Male",9,382,"Liver cancer"
1986,"Female",9,99,"Liver cancer"
1997,"Female",1,206,"Liver cancer"
2018,"Female",15,419,"Liver cancer"
1982,"Female",13,53,"Liver cancer"
1986,"Female",10,92,"Liver cancer"
2015,"Male",16,381,"Liver cancer"
2018,"Female",16,425,"Liver cancer"
1982,"Female",14,49,"Liver cancer"
1986,"Female",11,86,"Liver cancer"
2003,"Female",10,270,"Liver cancer"
2018,"Female",17,412,"Liver cancer"
2014,"Male",12,380,"Liver cancer"
1986,"Female",12,87,"Liver cancer"
2015,"Male",18,393,"Liver cancer"
2018,"Female",18,419,"Liver cancer"
2008,"Male",17,320,"Liver cancer"
2015,"Female",3,391,"Liver cancer"
2004,"Female",18,281,"Liver cancer"
1997,"Female",11,204,"Liver cancer"
2008,"Male",18,309,"Liver cancer"
2005,"Male",1,275,"Liver cancer"
2019,"Male",6,422,"Liver cancer"
2008,"Female",1,312,"Liver cancer"
1982,"Female",18,51,"Liver cancer"
2019,"Male",7,417,"Liver cancer"
1986,"Female",16,100,"Liver cancer"
1997,"Female",13,200,"Liver cancer"
2019,"Male",8,416,"Liver cancer"
2017,"Female",18,408,"Liver cancer"
1990,"Female",7,130,"Liver cancer"
2007,"Male",17,307,"Liver cancer"
2019,"Male",9,433,"Liver cancer"
2003,"Female",16,262,"Liver cancer"
1997,"Female",15,198,"Liver cancer"
2015,"Female",11,390,"Liver cancer"
2019,"Male",10,435,"Liver cancer"
2003,"Female",17,258,"Liver cancer"
2007,"Female",4,315,"Liver cancer"
1987,"Male",1,99,"Liver cancer"
2019,"Male",11,433,"Liver cancer"
1983,"Male",10,55,"Liver cancer"
1994,"Male",14,180,"Liver cancer"
2012,"Male",11,345,"Liver cancer"
2019,"Male",12,432,"Liver cancer"
2004,"Male",4,269,"Liver cancer"
1994,"Male",15,172,"Liver cancer"
2015,"Female",14,393,"Liver cancer"
2019,"Male",13,423,"Liver cancer"
1998,"Male",1,205,"Liver cancer"
1994,"Male",16,175,"Liver cancer"
1998,"Male",2,220,"Liver cancer"
2019,"Male",14,425,"Liver cancer"
1987,"Male",9,98,"Liver cancer"
1994,"Male",17,173,"Liver cancer"
2015,"Female",16,377,"Liver cancer"
2019,"Male",15,430,"Liver cancer"
1983,"Male",14,74,"Liver cancer"
2005,"Male",15,288,"Liver cancer"
2015,"Female",17,386,"Liver cancer"
2019,"Male",16,432,"Liver cancer"
1998,"Male",9,223,"Liver cancer"
2005,"Male",16,285,"Liver cancer"
2015,"Female",18,382,"Liver cancer"
2019,"Male",17,434,"Liver cancer"
1983,"Male",16,59,"Liver cancer"
2016,"Male",4,386,"Liver cancer"
2005,"Male",17,294,"Liver cancer"
2019,"Male",18,427,"Liver cancer"
1998,"Male",11,219,"Liver cancer"
2008,"Female",18,322,"Liver cancer"
2019,"Female",2,428,"Liver cancer"
2019,"Female",4,423,"Liver cancer"
2009,"Male",1,326,"Liver cancer"
1987,"Male",14,112,"Liver cancer"
2005,"Female",3,276,"Liver cancer"
2016,"Male",8,402,"Liver cancer"
2019,"Female",7,417,"Liver cancer"
1987,"Male",15,100,"Liver cancer"
2012,"Female",6,354,"Liver cancer"
1991,"Male",8,136,"Liver cancer"
2019,"Female",8,416,"Liver cancer"
1987,"Male",16,111,"Liver cancer"
2016,"Male",10,391,"Liver cancer"
2009,"Male",8,319,"Liver cancer"
1998,"Male",15,217,"Liver cancer"
1987,"Male",17,107,"Liver cancer"
2016,"Male",11,398,"Liver cancer"
2019,"Female",10,435,"Liver cancer"
1998,"Male",16,208,"Liver cancer"
1987,"Male",18,114,"Liver cancer"
2016,"Male",12,396,"Liver cancer"
2019,"Female",11,423,"Liver cancer"
1998,"Male",17,220,"Liver cancer"
2012,"Female",11,364,"Liver cancer"
2016,"Male",13,393,"Liver cancer"
2019,"Female",12,421,"Liver cancer"
1998,"Male",18,212,"Liver cancer"
1983,"Female",14,67,"Liver cancer"
2016,"Male",14,394,"Liver cancer"
2019,"Female",13,419,"Liver cancer"
2002,"Male",10,245,"Liver cancer"
1983,"Female",15,55,"Liver cancer"
2016,"Male",15,405,"Liver cancer"
2019,"Female",14,434,"Liver cancer"
2002,"Male",11,252,"Liver cancer"
1983,"Female",16,71,"Liver cancer"
1987,"Female",10,97,"Liver cancer"
2019,"Female",15,426,"Liver cancer"
1998,"Female",8,215,"Liver cancer"
1995,"Male",1,186,"Liver cancer"
1987,"Female",11,107,"Liver cancer"
2019,"Female",16,425,"Liver cancer"
2002,"Male",13,248,"Liver cancer"
1983,"Female",18,64,"Liver cancer"
1998,"Female",10,211,"Liver cancer"
2019,"Female",17,429,"Liver cancer"
1984,"Male",1,74,"Liver cancer"
2016,"Female",1,399,"Liver cancer"
1998,"Female",11,213,"Liver cancer"
2019,"Female",18,429,"Liver cancer"
2002,"Male",15,258,"Liver cancer"
1987,"Female",14,109,"Liver cancer"
2020,"Male",3,439,"Liver cancer"
2009,"Male",18,317,"Liver cancer"
2013,"Male",1,370,"Liver cancer"
1998,"Female",13,216,"Liver cancer"
1991,"Female",5,146,"Liver cancer"
2020,"Male",7,443,"Liver cancer"
2009,"Female",5,331,"Liver cancer"
1998,"Female",14,209,"Liver cancer"
2015,"Male",17,390,"Liver cancer"
2009,"Female",7,318,"Liver cancer"
1984,"Male",10,68,"Liver cancer"
2020,"Male",9,429,"Liver cancer"
2009,"Female",8,327,"Liver cancer"
2016,"Female",11,404,"Liver cancer"
1984,"Male",11,84,"Liver cancer"
2020,"Male",10,435,"Liver cancer"
2013,"Male",9,358,"Liver cancer"
2016,"Female",12,389,"Liver cancer"
2009,"Female",10,317,"Liver cancer"
2020,"Male",11,425,"Liver cancer"
2013,"Male",10,355,"Liver cancer"
2016,"Female",13,390,"Liver cancer"
2009,"Female",11,334,"Liver cancer"
2020,"Male",12,436,"Liver cancer"
2013,"Male",11,359,"Liver cancer"
2016,"Female",14,390,"Liver cancer"
2009,"Female",12,333,"Liver cancer"
2020,"Male",13,444,"Liver cancer"
2013,"Male",12,370,"Liver cancer"
2015,"Female",10,388,"Liver cancer"
2009,"Female",13,317,"Liver cancer"
2020,"Male",14,430,"Liver cancer"
2013,"Male",13,364,"Liver cancer"
2016,"Female",16,392,"Liver cancer"
2009,"Female",14,324,"Liver cancer"
2020,"Male",15,442,"Liver cancer"
1994,"Male",13,167,"Liver cancer"
2016,"Female",17,404,"Liver cancer"
2009,"Female",15,327,"Liver cancer"
2020,"Male",16,439,"Liver cancer"
1999,"Male",10,217,"Liver cancer"
2016,"Female",18,401,"Liver cancer"
2009,"Female",16,329,"Liver cancer"
2020,"Male",17,427,"Liver cancer"
1999,"Male",11,230,"Liver cancer"
2006,"Male",16,285,"Liver cancer"
2009,"Female",17,319,"Liver cancer"
2020,"Male",18,432,"Liver cancer"
1999,"Male",12,234,"Liver cancer"
2006,"Male",17,299,"Liver cancer"
2020,"Female",1,444,"Liver cancer"
2020,"Female",3,428,"Liver cancer"
1999,"Male",13,219,"Liver cancer"
2010,"Male",1,326,"Liver cancer"
1988,"Male",15,113,"Liver cancer"
2020,"Female",6,437,"Liver cancer"
1999,"Male",14,229,"Liver cancer"
2010,"Male",6,345,"Liver cancer"
2020,"Female",7,432,"Liver cancer"
2002,"Female",18,252,"Liver cancer"
2010,"Male",7,331,"Liver cancer"
2006,"Female",7,299,"Liver cancer"
1988,"Male",17,116,"Liver cancer"
2020,"Female",9,427,"Liver cancer"
1999,"Male",16,224,"Liver cancer"
2006,"Female",8,285,"Liver cancer"
1988,"Male",18,125,"Liver cancer"
2020,"Female",10,427,"Liver cancer"
1999,"Male",17,224,"Liver cancer"
1988,"Female",2,113,"Liver cancer"
1984,"Female",14,85,"Liver cancer"
2020,"Female",11,431,"Liver cancer"
1999,"Male",18,229,"Liver cancer"
2006,"Female",10,301,"Liver cancer"
2010,"Male",11,342,"Liver cancer"
2020,"Female",12,435,"Liver cancer"
2017,"Male",13,410,"Liver cancer"
2006,"Female",11,295,"Liver cancer"
2010,"Male",12,329,"Liver cancer"
2020,"Female",13,443,"Liver cancer"
2017,"Male",14,407,"Liver cancer"
2006,"Female",12,296,"Liver cancer"
2010,"Male",13,338,"Liver cancer"
2020,"Female",14,429,"Liver cancer"
2017,"Male",15,407,"Liver cancer"
1988,"Female",11,125,"Liver cancer"
2010,"Male",14,345,"Liver cancer"
2020,"Female",15,437,"Liver cancer"
2017,"Male",16,405,"Liver cancer"
1988,"Female",12,117,"Liver cancer"
2010,"Male",15,345,"Liver cancer"
2020,"Female",16,425,"Liver cancer"
2017,"Male",17,399,"Liver cancer"
2006,"Female",15,285,"Liver cancer"
1996,"Male",7,193,"Liver cancer"
2020,"Female",17,426,"Liver cancer"
1988,"Female",14,113,"Liver cancer"
2006,"Female",16,287,"Liver cancer"
1996,"Male",8,185,"Liver cancer"
2020,"Female",18,442,"Liver cancer"
1988,"Female",15,110,"Liver cancer"
2017,"Female",4,405,"Liver cancer"
2021,"Male",1,448,"Liver cancer"
2021,"Male",3,447,"Liver cancer"
1988,"Female",16,124,"Liver cancer"
2006,"Female",18,289,"Liver cancer"
2010,"Female",1,339,"Liver cancer"
2010,"Female",3,328,"Liver cancer"
1988,"Female",17,115,"Liver cancer"
2021,"Male",7,450,"Liver cancer"
2017,"Female",8,406,"Liver cancer"
1999,"Female",16,235,"Liver cancer"
1988,"Female",18,113,"Liver cancer"
2017,"Female",9,415,"Liver cancer"
2010,"Female",7,337,"Liver cancer"
1999,"Female",17,228,"Liver cancer"
2021,"Male",9,455,"Liver cancer"
2017,"Female",10,403,"Liver cancer"
1996,"Male",13,189,"Liver cancer"
2010,"Female",9,344,"Liver cancer"
2021,"Male",10,453,"Liver cancer"
2017,"Female",11,396,"Liver cancer"
1989,"Male",7,132,"Liver cancer"
2010,"Female",10,343,"Liver cancer"
2021,"Male",11,452,"Liver cancer"
2017,"Female",12,401,"Liver cancer"
1996,"Male",15,193,"Liver cancer"
2010,"Female",11,345,"Liver cancer"
2021,"Male",12,453,"Liver cancer"
2000,"Male",8,245,"Liver cancer"
1996,"Male",16,190,"Liver cancer"
2010,"Female",12,337,"Liver cancer"
2021,"Male",13,440,"Liver cancer"
2000,"Male",9,230,"Liver cancer"
1996,"Male",17,195,"Liver cancer"
2010,"Female",13,327,"Liver cancer"
2021,"Male",14,450,"Liver cancer"
2000,"Male",10,245,"Liver cancer"
1996,"Male",18,204,"Liver cancer"
2010,"Female",14,342,"Liver cancer"
2021,"Male",15,435,"Liver cancer"
2000,"Male",11,234,"Liver cancer"
1992,"Female",17,161,"Liver cancer"
2010,"Female",15,331,"Liver cancer"
2021,"Male",16,437,"Liver cancer"
2000,"Male",12,241,"Liver cancer"
1992,"Female",18,162,"Liver cancer"
2010,"Female",16,326,"Liver cancer"
2021,"Male",17,436,"Liver cancer"
2000,"Male",13,236,"Liver cancer"
2016,"Female",15,387,"Liver cancer"
2010,"Female",17,336,"Liver cancer"
2021,"Male",18,453,"Liver cancer"
2000,"Male",14,237,"Liver cancer"
1985,"Female",11,81,"Liver cancer"
2010,"Female",18,335,"Liver cancer"
1989,"Male",17,134,"Liver cancer"
1999,"Male",9,229,"Liver cancer"
2011,"Male",3,351,"Liver cancer"
2021,"Female",6,448,"Liver cancer"
1989,"Male",18,126,"Liver cancer"
2021,"Female",7,455,"Liver cancer"
2007,"Female",6,295,"Liver cancer"
1989,"Female",1,134,"Liver cancer"
2021,"Female",8,445,"Liver cancer"
2000,"Male",17,225,"Liver cancer"
1996,"Female",14,187,"Liver cancer"
2011,"Male",8,353,"Liver cancer"
2018,"Male",10,408,"Liver cancer"
2000,"Male",18,237,"Liver cancer"
2021,"Female",10,440,"Liver cancer"
2011,"Male",9,342,"Liver cancer"
2000,"Female",1,231,"Liver cancer"
1985,"Female",16,86,"Liver cancer"
2021,"Female",11,442,"Liver cancer"
2011,"Male",10,337,"Liver cancer"
2018,"Male",12,417,"Liver cancer"
2000,"Female",6,227,"Liver cancer"
2021,"Female",12,449,"Liver cancer"
2011,"Male",11,346,"Liver cancer"
2018,"Male",13,425,"Liver cancer"
2014,"Female",12,384,"Liver cancer"
2021,"Female",13,445,"Liver cancer"
2011,"Male",12,340,"Liver cancer"
2018,"Male",14,423,"Liver cancer"
1989,"Female",12,119,"Liver cancer"
2021,"Female",14,436,"Liver cancer"
2011,"Male",13,347,"Liver cancer"
2018,"Male",15,410,"Liver cancer"
1989,"Female",13,123,"Liver cancer"
2021,"Female",15,440,"Liver cancer"
2011,"Male",14,342,"Liver cancer"
2018,"Male",16,419,"Liver cancer"
1989,"Female",14,135,"Liver cancer"
2021,"Female",16,445,"Liver cancer"
2011,"Male",15,342,"Liver cancer"
2018,"Male",17,418,"Liver cancer"
1989,"Female",15,128,"Liver cancer"
2021,"Female",17,442,"Liver cancer"
2011,"Male",16,350,"Liver cancer"
2018,"Male",18,407,"Liver cancer"
2014,"Female",17,375,"Liver cancer"
2021,"Female",18,445,"Liver cancer"
2011,"Male",17,339,"Liver cancer"
1989,"Female",17,120,"Liver cancer"
2022,"Male",1,461,"Liver cancer"
2022,"Male",3,450,"Liver cancer"
2011,"Male",18,339,"Liver cancer"
1989,"Female",18,117,"Liver cancer"
2015,"Male",3,380,"Liver cancer"
2011,"Female",1,339,"Liver cancer"
1990,"Male",1,143,"Liver cancer"
2011,"Female",2,342,"Liver cancer"
2018,"Female",7,422,"Liver cancer"
2022,"Male",8,465,"Liver cancer"
2004,"Female",1,283,"Liver cancer"
1990,"Male",5,133,"Liver cancer"
2000,"Female",18,239,"Liver cancer"
2022,"Male",9,447,"Liver cancer"
2015,"Male",9,375,"Liver cancer"
2011,"Female",8,354,"Liver cancer"
2001,"Male",1,248,"Liver cancer"
2022,"Male",10,452,"Liver cancer"
2001,"Male",4,248,"Liver cancer"
2011,"Female",9,341,"Liver cancer"
2008,"Male",9,310,"Liver cancer"
2022,"Male",11,460,"Liver cancer"
1990,"Male",9,128,"Liver cancer"
2011,"Female",10,350,"Liver cancer"
2008,"Male",10,316,"Liver cancer"
2022,"Male",12,458,"Liver cancer"
1990,"Male",10,127,"Liver cancer"
2011,"Female",11,341,"Liver cancer"
2008,"Male",11,307,"Liver cancer"
2022,"Male",13,452,"Liver cancer"
1990,"Male",11,132,"Liver cancer"
2011,"Female",12,345,"Liver cancer"
2008,"Male",12,312,"Liver cancer"
2022,"Male",14,452,"Liver cancer"
1990,"Male",12,140,"Liver cancer"
2011,"Female",13,351,"Liver cancer"
2008,"Male",13,313,"Liver cancer"
2022,"Male",15,464,"Liver cancer"
1990,"Male",13,132,"Liver cancer"
2011,"Female",14,339,"Liver cancer"
2008,"Male",14,315,"Liver cancer"
2022,"Male",16,447,"Liver cancer"
1990,"Male",14,137,"Liver cancer"
2011,"Female",15,351,"Liver cancer"
2008,"Male",15,308,"Liver cancer"
2022,"Male",17,461,"Liver cancer"
1990,"Male",15,139,"Liver cancer"
2011,"Female",16,336,"Liver cancer"
2008,"Male",16,320,"Liver cancer"
2022,"Male",18,447,"Liver cancer"
1990,"Male",16,135,"Liver cancer"
2011,"Female",17,354,"Liver cancer"
2022,"Female",1,448,"Liver cancer"
1986,"Female",13,87,"Liver cancer"
1990,"Male",17,126,"Liver cancer"
2011,"Female",18,335,"Liver cancer"
2022,"Female",6,462,"Liver cancer"
1986,"Female",14,100,"Liver cancer"
2022,"Female",7,464,"Liver cancer"
2012,"Male",2,354,"Liver cancer"
2008,"Female",4,322,"Liver cancer"
2022,"Female",8,449,"Liver cancer"
2015,"Female",8,379,"Liver cancer"
2001,"Male",17,236,"Liver cancer"
2022,"Female",9,462,"Liver cancer"
1990,"Female",6,132,"Liver cancer"
1994,"Male",11,178,"Liver cancer"
2001,"Male",18,236,"Liver cancer"
2022,"Female",10,461,"Liver cancer"
1983,"Male",7,75,"Liver cancer"
2001,"Female",1,252,"Liver cancer"
2008,"Female",9,313,"Liver cancer"
2022,"Female",11,450,"Liver cancer"
2000,"Male",15,234,"Liver cancer"
1997,"Female",16,198,"Liver cancer"
2001,"Female",6,248,"Liver cancer"
2022,"Female",12,445,"Liver cancer"
1997,"Female",17,198,"Liver cancer"
2008,"Female",11,308,"Liver cancer"
2015,"Female",13,382,"Liver cancer"
2022,"Female",13,462,"Liver cancer"
1997,"Female",18,210,"Liver cancer"
2008,"Female",12,311,"Liver cancer"
1987,"Male",7,98,"Liver cancer"
2022,"Female",14,447,"Liver cancer"
2001,"Female",10,254,"Liver cancer"
2008,"Female",13,318,"Liver cancer"
1990,"Female",13,141,"Liver cancer"
2022,"Female",15,451,"Liver cancer"
1983,"Male",13,62,"Liver cancer"
2008,"Female",14,315,"Liver cancer"
1990,"Female",14,135,"Liver cancer"
2022,"Female",16,452,"Liver cancer"
1998,"Male",7,225,"Liver cancer"
2008,"Female",15,320,"Liver cancer"
1990,"Female",15,131,"Liver cancer"
2022,"Female",17,463,"Liver cancer"
1983,"Male",15,72,"Liver cancer"
2008,"Female",16,323,"Liver cancer"
1990,"Female",16,135,"Liver cancer"
2022,"Female",18,451,"Liver cancer"
1998,"Male",10,216,"Liver cancer"
2008,"Female",17,307,"Liver cancer"
1988,"Male",10,123,"Lung cancer"
2017,"Female",14,407,"Lung cancer"
2004,"Male",10,281,"Lung cancer"
1997,"Male",6,202,"Lung cancer"
1991,"Male",13,143,"Lung cancer"
2005,"Male",8,284,"Lung cancer"
2018,"Female",18,408,"Lung cancer"
2008,"Male",12,309,"Lung cancer"
1991,"Male",11,153,"Lung cancer"
1986,"Female",17,93,"Lung cancer"
2004,"Male",13,271,"Lung cancer"
1986,"Male",9,87,"Lung cancer"
1995,"Male",6,178,"Lung cancer"
2004,"Female",12,272,"Lung cancer"
1990,"Female",9,126,"Lung cancer"
1988,"Male",11,117,"Lung cancer"
2010,"Female",13,327,"Lung cancer"
2006,"Male",14,293,"Lung cancer"
2016,"Female",11,396,"Lung cancer"
2009,"Male",9,319,"Lung cancer"
1982,"Male",14,58,"Lung cancer"
1995,"Female",15,193,"Lung cancer"
1982,"Female",17,65,"Lung cancer"
1987,"Male",11,97,"Lung cancer"
1986,"Female",8,104,"Lung cancer"
1994,"Female",16,184,"Lung cancer"
2018,"Female",17,407,"Lung cancer"
1987,"Female",17,106,"Lung cancer"
2006,"Male",8,302,"Lung cancer"
1991,"Female",15,155,"Lung cancer"
1999,"Female",12,215,"Lung cancer"
1987,"Male",13,115,"Lung cancer"
1983,"Female",14,58,"Lung cancer"
1990,"Female",18,128,"Lung cancer"
1988,"Male",9,122,"Lung cancer"
1991,"Female",14,147,"Lung cancer"
2003,"Male",8,268,"Lung cancer"
1983,"Male",12,55,"Lung cancer"
2010,"Female",12,345,"Lung cancer"
1998,"Male",13,221,"Lung cancer"
1995,"Female",16,189,"Lung cancer"
2007,"Female",16,312,"Lung cancer"
2000,"Female",14,237,"Lung cancer"
1982,"Female",12,57,"Lung cancer"
1986,"Female",9,102,"Lung cancer"
1989,"Female",14,117,"Lung cancer"
1984,"Female",18,74,"Lung cancer"
1983,"Female",11,66,"Lung cancer"
1987,"Male",17,101,"Lung cancer"
1993,"Female",8,169,"Lung cancer"
1994,"Female",5,166,"Lung cancer"
2015,"Male",10,391,"Lung cancer"
1990,"Female",13,145,"Lung cancer"
2009,"Male",10,322,"Lung cancer"
1996,"Female",15,199,"Lung cancer"
1992,"Female",15,155,"Lung cancer"
2004,"Female",17,282,"Lung cancer"
2015,"Male",18,376,"Lung cancer"
1994,"Female",15,165,"Lung cancer"
1991,"Male",12,137,"Lung cancer"
1999,"Female",13,228,"Lung cancer"
1992,"Male",18,156,"Lung cancer"
2006,"Female",16,301,"Lung cancer"
1984,"Female",11,75,"Lung cancer"
1999,"Female",10,216,"Lung cancer"
2010,"Male",7,344,"Lung cancer"
2019,"Male",17,419,"Lung cancer"
1983,"Female",16,61,"Lung cancer"
2022,"Male",18,459,"Lung cancer"
1995,"Female",14,178,"Lung cancer"
1989,"Female",13,133,"Lung cancer"
1984,"Female",13,76,"Lung cancer"
2003,"Male",7,262,"Lung cancer"
1986,"Female",5,105,"Lung cancer"
1992,"Male",11,159,"Lung cancer"
1984,"Female",14,73,"Lung cancer"
2010,"Female",6,345,"Lung cancer"
2017,"Male",9,412,"Lung cancer"
1986,"Male",10,90,"Lung cancer"
2004,"Female",13,276,"Lung cancer"
1987,"Female",13,110,"Lung cancer"
2017,"Female",10,413,"Lung cancer"
2015,"Male",14,385,"Lung cancer"
2003,"Female",5,272,"Lung cancer"
2003,"Male",10,266,"Lung cancer"
1988,"Male",12,111,"Lung cancer"
1997,"Female",4,211,"Lung cancer"
1991,"Male",9,147,"Lung cancer"
2003,"Male",11,262,"Lung cancer"
1988,"Female",11,123,"Lung cancer"
2010,"Female",18,341,"Lung cancer"
2018,"Female",16,410,"Lung cancer"
2017,"Female",13,395,"Lung cancer"
1995,"Male",11,194,"Lung cancer"
1994,"Female",14,180,"Lung cancer"
1985,"Male",7,78,"Lung cancer"
1984,"Male",10,82,"Lung cancer"
1990,"Female",14,125,"Lung cancer"
1991,"Female",9,137,"Lung cancer"
1985,"Male",18,95,"Lung cancer"
2017,"Male",18,398,"Lung cancer"
2010,"Female",14,332,"Lung cancer"
1992,"Female",16,153,"Lung cancer"
1985,"Male",9,77,"Lung cancer"
1983,"Female",15,75,"Lung cancer"
1992,"Female",2,154,"Lung cancer"
1994,"Female",17,172,"Lung cancer"
1988,"Male",6,112,"Lung cancer"
2006,"Male",11,289,"Lung cancer"
2004,"Male",12,281,"Lung cancer"
1991,"Male",15,140,"Lung cancer"
1985,"Male",11,82,"Lung cancer"
1987,"Female",11,109,"Lung cancer"
2006,"Male",12,287,"Lung cancer"
2004,"Female",11,269,"Lung cancer"
1991,"Male",16,138,"Lung cancer"
2007,"Male",17,305,"Lung cancer"
1987,"Female",12,109,"Lung cancer"
2015,"Male",13,381,"Lung cancer"
1983,"Male",8,69,"Lung cancer"
1985,"Female",11,95,"Lung cancer"
1983,"Male",9,61,"Lung cancer"
1999,"Male",9,234,"Lung cancer"
2016,"Female",17,390,"Lung cancer"
1984,"Male",7,72,"Lung cancer"
1988,"Female",10,112,"Lung cancer"
2001,"Female",8,239,"Lung cancer"
1984,"Male",18,78,"Lung cancer"
2016,"Female",8,399,"Lung cancer"
1997,"Female",18,214,"Lung cancer"
2002,"Male",6,256,"Lung cancer"
1996,"Female",14,185,"Lung cancer"
1991,"Female",18,136,"Lung cancer"
1987,"Male",8,105,"Lung cancer"
1989,"Male",10,133,"Lung cancer"
1992,"Female",14,164,"Lung cancer"
1989,"Female",8,116,"Lung cancer"
1992,"Male",17,153,"Lung cancer"
1999,"Male",13,225,"Lung cancer"
2019,"Male",15,426,"Lung cancer"
2022,"Female",5,445,"Lung cancer"
1987,"Male",10,95,"Lung cancer"
2007,"Female",11,297,"Lung cancer"
1988,"Male",4,118,"Lung cancer"
1982,"Male",6,46,"Lung cancer"
1985,"Female",18,75,"Lung cancer"
1989,"Female",11,129,"Lung cancer"
1982,"Male",8,53,"Lung cancer"
1998,"Female",7,222,"Lung cancer"
2019,"Male",18,424,"Lung cancer"
2001,"Female",15,243,"Lung cancer"
1988,"Male",18,110,"Lung cancer"
1986,"Male",7,97,"Lung cancer"
2007,"Female",13,298,"Lung cancer"
1993,"Male",16,166,"Lung cancer"
1985,"Female",10,93,"Lung cancer"
2007,"Female",14,311,"Lung cancer"
2011,"Male",14,347,"Lung cancer"
2006,"Male",13,295,"Lung cancer"
1989,"Female",15,135,"Lung cancer"
1988,"Female",7,118,"Lung cancer"
2011,"Male",15,347,"Lung cancer"
1993,"Male",18,164,"Lung cancer"
1988,"Female",9,110,"Lung cancer"
1984,"Female",17,85,"Lung cancer"
2017,"Female",11,401,"Lung cancer"
1997,"Male",8,199,"Lung cancer"
2009,"Male",8,325,"Lung cancer"
1991,"Female",17,139,"Lung cancer"
2004,"Male",16,283,"Lung cancer"
1988,"Male",13,114,"Lung cancer"
2000,"Female",15,238,"Lung cancer"
2007,"Female",18,306,"Lung cancer"
1983,"Female",12,74,"Lung cancer"
1987,"Male",18,96,"Lung cancer"
1998,"Male",4,211,"Lung cancer"
1986,"Male",14,102,"Lung cancer"
2014,"Male",12,368,"Lung cancer"
2008,"Male",5,313,"Lung cancer"
2006,"Female",15,302,"Lung cancer"
1985,"Male",8,90,"Lung cancer"
2011,"Female",7,347,"Lung cancer"
2008,"Male",7,310,"Lung cancer"
1982,"Male",17,50,"Lung cancer"
1986,"Male",16,95,"Lung cancer"
2003,"Male",15,264,"Lung cancer"
2022,"Male",10,461,"Lung cancer"
2017,"Female",4,395,"Lung cancer"
1990,"Male",8,137,"Lung cancer"
2014,"Male",15,373,"Lung cancer"
1993,"Male",15,160,"Lung cancer"
2004,"Female",10,275,"Lung cancer"
1990,"Male",9,134,"Lung cancer"
1997,"Male",15,208,"Lung cancer"
1983,"Female",17,61,"Lung cancer"
1997,"Male",5,214,"Lung cancer"
1990,"Male",10,132,"Lung cancer"
1997,"Male",16,195,"Lung cancer"
2022,"Male",13,449,"Lung cancer"
1995,"Male",7,195,"Lung cancer"
1985,"Male",13,83,"Lung cancer"
1997,"Male",17,209,"Lung cancer"
2022,"Male",14,455,"Lung cancer"
2002,"Male",14,262,"Lung cancer"
1990,"Male",12,131,"Lung cancer"
1986,"Male",11,97,"Lung cancer"
